유형 ,시도 ,시군 ,단지명 ,조성상태 ,지정면적(천제곱미터),관리면적(천제곱미터),산업시설구역_전체면적(천제곱미터),산업시설구역_분양대상(천제곱미터),산업시설구역_분양(천제곱미터),산업시설구역_미분양(천제곱미터),산업시설구역_분양률(퍼센트),입주업체(개),가동업체(개)
일반,충남,아산시,아산디스플레이시티1(구 탕정컴플렉스),완료,2534 ,2451 ,1562 ,1562 ,1562 ,0 ,100 ,6 ,6 
일반,충남,천안시,천안제5 (① + ②),조성중,2149 ,2148 ,1358 ,890 ,890 ,0 ,100 ,66 ,61 
일반,충남,천안시,   천안제5 ①,조성중,1659 ,1659 ,869 ,554 ,554 ,0 ,100 ,47 ,45 
일반,충남,천안시,   천안5(외국인) ②,조성중,490 ,489 ,489 ,336 ,336 ,0 ,100 ,19 ,16 
일반,충남,서산시,서산남부(구 서산도시형),미개발,878 ,878 ,588 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산제2테크노밸리,완료,1200 ,1200 ,775 ,775 ,775 ,0 ,100 ,99 ,89 
일반,충남,서산시,대산3,완료,539 ,539 ,453 ,453 ,453 ,0 ,100 ,12 ,12 
일반,충남,공주시,남공주,조성중,732 ,731 ,508 ,508 ,484 ,24 ,95 ,22 ,4 
일반,충남,천안시,마정,완료,150 ,149 ,99 ,99 ,99 ,0 ,100 ,48 ,48 
일반,충남,금산군,금산,완료,921 ,919 ,717 ,717 ,717 ,0 ,100 ,1 ,1 
일반,충남,천안시,천안LG생활건강퓨처,완료,389 ,387 ,138 ,138 ,138 ,0 ,100 ,0 ,0 
일반,충남,천안시,천안동부바이오,조성중,334 ,334 ,229 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산탕정테크노,조성중,685 ,682 ,198 ,198 ,68 ,130 ,34 ,7 ,0 
일반,충남,아산시,탕정 (① + ②),완료,505 ,505 ,100 ,100 ,100 ,0 ,100 ,10 ,6 
일반,충남,아산시,   탕정(산업단지) ①,완료,420 ,420 ,15 ,15 ,15 ,0 ,100 ,6 ,3 
일반,충남,아산시,   탕정(외국인) ②,완료,85 ,85 ,85 ,85 ,85 ,0 ,100 ,4 ,3 
일반,충남,당진시,송산2 (① + ②),조성중,4280 ,4277 ,2131 ,2131 ,2030 ,101 ,95 ,46 ,41 
일반,충남,당진시,   송산2(산업단지) ①,조성중,3863 ,3861 ,1715 ,1715 ,1715 ,0 ,100 ,38 ,34 
일반,충남,당진시,   송산2(송산2중소협력외국인) ②,완료,417 ,416 ,416 ,416 ,315 ,101 ,76 ,8 ,7 
일반,충남,아산시,아산스마트밸리,조성중,579 ,451 ,183 ,183 ,183 ,0 ,100 ,22 ,17 
일반,충남,서산시,서산오토밸리(구 서산),완료,3990 ,3989 ,2698 ,2698 ,2673 ,25 ,99 ,49 ,43 
일반,충남,서산시,서산인더스밸리(구 서산2),완료,812 ,811 ,606 ,606 ,606 ,0 ,100 ,12 ,9 
일반,충남,서산시,씨지엔대산전력(구 엠피씨),완료,184 ,183 ,168 ,168 ,168 ,0 ,100 ,1 ,0 
일반,충남,보령시,웅천(구 선진),완료,686 ,686 ,482 ,482 ,207 ,275 ,43 ,16 ,6 
일반,충남,아산시,아산디지털(구 음봉디지털),조성중,444 ,356 ,237 ,237 ,237 ,0 ,100 ,7 ,7 
일반,충남,공주시,쌍신,미개발,227 ,227 ,138 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,염치,조성중,381 ,379 ,261 ,103 ,96 ,7 ,93 ,5 ,1 
일반,충남,아산시,인주(3공구),미개발,1817 ,1780 ,822 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안북부BIT,조성중,875 ,875 ,537 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,공주시,동현,미개발,301 ,301 ,205 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,성거,조성중,306 ,306 ,211 ,211 ,211 ,0 ,100 ,0 ,0 
일반,충남,예산군,예산제2,조성중,1129 ,1120 ,676 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안테크노파크,미개발,918 ,918 ,617 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,음봉,조성중,421 ,421 ,232 ,232 ,154 ,78 ,66 ,5 ,0 
일반,충남,천안시,풍세2,미개발,345 ,345 ,233 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안제6,미개발,967 ,967 ,609 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,서산시,현대대죽2,미개발,681 ,681 ,573 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,예산군,예당2,미개발,719 ,719 ,506 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,부여군,부여,미개발,467 ,467 ,305 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,공주시,송선,미개발,317 ,318 ,223 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,서산시,대산그린컴플렉스일반산업단지,미개발,2261 ,2222 ,1429 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,케이밸리아산일반산업단지,미개발,567 ,473 ,170 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산신창일반산업단지,미개발,484 ,484 ,350 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,서산시,대산충의일반산업단지,미개발,122 ,121 ,69 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,청양군,청양일반산업단지,미개발,732 ,732 ,487 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,서산시,대산3(확장),미개발,778 ,778 ,563 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안신사일반산업단지,미개발,633 ,633 ,395 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안에코밸리,미개발,349 ,349 ,220 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,선장그린컴플렉스일반산업단지,미개발,942 ,942 ,498 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,천안시,천안수신일반산업단지,미개발,1594 ,1593 ,737 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산리더스밸리일반산업단지,미개발,351 ,350 ,239 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,논산시,숙진일반산업단지,미개발,80 ,80 ,43 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,아산시,아산제2디지털일반산업단지,미개발,667 ,276 ,246 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,금산군,금산리튬일반산업단지,미개발,44 ,28 ,28 ,0 ,0 ,0 ,0 ,0 ,0 
일반,충남,예산군,내포농생명그린바이오(1공구) 일반산업단지,미개발,119 ,108 ,85 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전북,군산시,군산,완료,5641 ,5641 ,3630 ,3630 ,3630 ,0 ,100 ,81 ,81 
일반,전북,김제시,김제순동,완료,262 ,262 ,186 ,186 ,186 ,0 ,100 ,35 ,35 
일반,전북,익산시,익산제2,완료,3309 ,3309 ,2563 ,2563 ,2563 ,0 ,100 ,213 ,213 
일반,전북,전주시,전주제2,완료,687 ,687 ,531 ,531 ,531 ,0 ,100 ,31 ,31 
일반,전북,전주시,전주친환경첨단복합(1단계),완료,291 ,291 ,157 ,157 ,157 ,0 ,100 ,87 ,83 
일반,전북,전주시,전주시자원순환특화,완료,80 ,80 ,48 ,48 ,48 ,0 ,100 ,11 ,10 
일반,전북,정읍시,정읍제1,완료,185 ,185 ,158 ,158 ,158 ,0 ,100 ,7 ,7 
일반,전북,정읍시,정읍제2,완료,999 ,999 ,668 ,668 ,668 ,0 ,100 ,69 ,69 
일반,전북,정읍시,정읍제3,완료,1025 ,1025 ,757 ,757 ,757 ,0 ,100 ,55 ,55 
일반,전북,정읍시,정읍첨단과학(RFT),완료,896 ,871 ,425 ,425 ,419 ,6 ,99 ,51 ,41 
일반,전북,고창군,고창,조성중,837 ,837 ,611 ,587 ,233 ,354 ,40 ,3 ,3 
일반,전북,부안군,부안신·재생에너지,완료,354 ,354 ,162 ,162 ,113 ,49 ,70 ,2 ,1 
일반,전북,완주군,완주,완료,3359 ,3359 ,2578 ,2578 ,2578 ,0 ,100 ,84 ,84 
일반,전북,완주군,전주과학,완료,3074 ,3074 ,1798 ,1798 ,1798 ,0 ,100 ,222 ,220 
일반,전북,완주군,완주테크노밸리,완료,1311 ,1311 ,970 ,970 ,970 ,0 ,100 ,123 ,119 
일반,전북,익산시,익산제4(구 익산종합의료과학),완료,503 ,503 ,306 ,306 ,283 ,23 ,92 ,30 ,29 
일반,전북,익산시,익산제3 (① + ②),완료,2793 ,2685 ,1587 ,1587 ,1399 ,188 ,88 ,107 ,100 
일반,전북,익산시,   익산제3 ①,완료,2621 ,2515 ,1417 ,1417 ,1229 ,188 ,87 ,103 ,97 
일반,전북,익산시,   익산제3(외국인) ②,완료,172 ,170 ,170 ,170 ,170 ,0 ,100 ,4 ,3 
일반,전북,완주군,완주테크노밸리(2단계),조성중,2110 ,2110 ,1190 ,1190 ,1085 ,105 ,91 ,18 ,18 
일반,전북,전주시,전주친환경첨단복합(3-1단계),완료,284 ,284 ,183 ,183 ,183 ,0 ,100 ,3 ,3 
일반,전북,김제시,지평선 (① + ②),완료,2986 ,2986 ,1943 ,1943 ,1797 ,146 ,92 ,133 ,111 
일반,전북,김제시,   지평선 ①,완료,1995 ,1995 ,1179 ,1179 ,1097 ,82 ,93 ,97 ,80 
일반,전북,김제시,   김제(자유무역) ②,완료,991 ,991 ,764 ,764 ,700 ,64 ,92 ,36 ,31 
일반,전북,남원시,남원,조성중,776 ,717 ,529 ,528 ,65 ,463 ,12 ,5 ,5 
일반,전북,전주시,전주제1[재생사업지구],완료,1806 ,1806 ,1218 ,1218 ,1218 ,0 ,100 ,120 ,110 
일반,전북,김제시,백구,조성중,336 ,336 ,233 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전북,김제시,지평선제2일반산업단지,미개발,882 ,882 ,547 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,광양시,신금,완료,397 ,397 ,223 ,223 ,204 ,19 ,91 ,42 ,35 
일반,전남,광양시,황금,조성중,1116 ,1115 ,710 ,413 ,240 ,173 ,58 ,1 ,1 
일반,전남,광양시,광양익신,완료,474 ,190 ,64 ,64 ,60 ,4 ,94 ,58 ,53 
일반,전남,나주시,나주,완료,549 ,549 ,402 ,402 ,397 ,5 ,99 ,48 ,32 
일반,전남,나주시,문평,완료,323 ,323 ,246 ,246 ,246 ,0 ,100 ,9 ,8 
일반,전남,목포시,세라믹,완료,116 ,115 ,75 ,75 ,74 ,1 ,99 ,34 ,18 
일반,전남,목포시,삽진,완료,218 ,216 ,170 ,170 ,170 ,0 ,100 ,46 ,46 
일반,전남,목포시,대양,완료,1546 ,1062 ,848 ,848 ,773 ,75 ,91 ,172 ,155 
일반,전남,순천시,순천[재생사업지구],완료,576 ,576 ,448 ,448 ,448 ,0 ,100 ,34 ,33 
일반,전남,순천시,해룡,조성중,1592 ,1592 ,1039 ,638 ,638 ,0 ,100 ,45 ,45 
일반,전남,여수시,율촌제1 (① + ②),조성중,9450 ,9431 ,6140 ,6140 ,6061 ,79 ,99 ,148 ,126 
일반,전남,여수시,   율촌제1 ①,조성중,9106 ,9106 ,5889 ,5889 ,5850 ,39 ,99 ,129 ,111 
일반,전남,순천시,   율촌(자유무역) ②,완료,344 ,325 ,251 ,251 ,211 ,40 ,84 ,19 ,15 
일반,전남,여수시,여수오천,완료,222 ,222 ,130 ,130 ,130 ,0 ,100 ,39 ,36 
일반,전남,여수시,율촌제2,미개발,3793 ,3793 ,2337 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,영암군,삼호,완료,2971 ,2971 ,2153 ,2153 ,2153 ,0 ,100 ,1 ,1 
일반,전남,장성군,장성나노기술,완료,901 ,901 ,480 ,480 ,480 ,0 ,100 ,231 ,209 
일반,전남,진도군,군내,조성중,686 ,686 ,532 ,382 ,382 ,0 ,100 ,1 ,0 
일반,전남,광양시,세풍(광양만권경제자유구역),조성중,2422 ,2422 ,1488 ,521 ,514 ,7 ,99 ,5 ,5 
일반,전남,영광군,대마전기자동차(구 대마),완료,1889 ,1652 ,1094 ,1094 ,952 ,142 ,87 ,55 ,48 
일반,전남,장흥군,장흥바이오식품(구 해당),조성중,2892 ,2891 ,1205 ,1205 ,783 ,422 ,65 ,82 ,31 
일반,전남,해남군,화원조선(구 화원),조성중,2105 ,2105 ,1424 ,123 ,123 ,0 ,100 ,0 ,0 
일반,전남,화순군,화순생물의약(구 화순),완료,755 ,755 ,387 ,387 ,383 ,4 ,99 ,19 ,19 
일반,전남,영암군,용당,미개발,337 ,337 ,268 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,함평군,동함평,완료,739 ,738 ,488 ,488 ,451 ,37 ,92 ,79 ,46 
일반,전남,담양군,에코하이테크담양(구 담양),완료,581 ,580 ,337 ,337 ,337 ,0 ,100 ,118 ,112 
일반,전남,여수시,묘도녹색,조성중,368 ,368 ,241 ,17 ,0 ,17 ,0 ,0 ,0 
일반,전남,나주시,나주신도,완료,298 ,297 ,226 ,226 ,199 ,27 ,88 ,16 ,14 
일반,전남,무안군,운남,조성중,85 ,75 ,41 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,강진군,강진,완료,655 ,646 ,410 ,410 ,249 ,161 ,61 ,32 ,5 
일반,전남,나주시,나주혁신(구 나주미래),완료,1789 ,1789 ,1214 ,1214 ,1175 ,39 ,97 ,172 ,103 
일반,전남,무안군,무안항공특화,완료,350 ,350 ,269 ,269 ,113 ,156 ,42 ,0 ,0 
일반,전남,화순군,화순생물의학제2,미개발,308 ,308 ,195 ,0 ,0 ,0 ,0 ,0 ,0 
일반,전남,강진군,강진제2일반산업단지,미개발,304 ,304 ,211 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경산시,경산1,완료,1577 ,1577 ,1150 ,1150 ,1150 ,0 ,100 ,194 ,166 
일반,경북,경산시,경산2,완료,489 ,486 ,333 ,333 ,333 ,0 ,100 ,105 ,97 
일반,경북,경주시,강동,조성중,992 ,991 ,642 ,596 ,591 ,5 ,99 ,77 ,60 
일반,경북,경주시,건천제1,완료,147 ,147 ,114 ,114 ,114 ,0 ,100 ,6 ,6 
일반,경북,경주시,건천제2,완료,990 ,990 ,761 ,761 ,761 ,0 ,100 ,21 ,21 
일반,경북,경주시,명계2,완료,104 ,104 ,64 ,64 ,21 ,43 ,33 ,2 ,1 
일반,경북,경주시,문산,완료,315 ,315 ,218 ,218 ,218 ,0 ,100 ,26 ,26 
일반,경북,경주시,석계,완료,146 ,146 ,116 ,116 ,116 ,0 ,100 ,35 ,35 
일반,경북,경주시,석계2,완료,122 ,122 ,99 ,99 ,99 ,0 ,100 ,14 ,14 
일반,경북,경주시,외동,완료,142 ,142 ,116 ,116 ,116 ,0 ,100 ,22 ,22 
일반,경북,경주시,외동2,완료,603 ,603 ,412 ,412 ,412 ,0 ,100 ,39 ,39 
일반,경북,경주시,천북,조성중,1862 ,1863 ,1286 ,1271 ,1242 ,29 ,98 ,117 ,116 
일반,경북,경주시,화산,완료,150 ,149 ,120 ,120 ,120 ,0 ,100 ,14 ,14 
일반,경북,문경시,신기제2,완료,440 ,439 ,287 ,287 ,251 ,36 ,87 ,40 ,40 
일반,경북,상주시,상주청리,완료,1295 ,1221 ,960 ,960 ,938 ,22 ,98 ,9 ,6 
일반,경북,상주시,상주한방,완료,766 ,766 ,382 ,382 ,370 ,12 ,97 ,2 ,2 
일반,경북,안동시,경북바이오,완료,862 ,862 ,452 ,452 ,452 ,0 ,100 ,39 ,33 
일반,경북,포항시,신흥,조성중,112 ,112 ,74 ,52 ,0 ,52 ,0 ,0 ,0 
일반,경북,포항시,영일만2,완료,720 ,720 ,582 ,582 ,582 ,0 ,100 ,10 ,9 
일반,경북,포항시,포항4,완료,2047 ,2047 ,1535 ,1535 ,1535 ,0 ,100 ,98 ,83 
일반,경북,고령군,개진,완료,148 ,148 ,87 ,87 ,87 ,0 ,100 ,35 ,35 
일반,경북,성주군,성주,완료,851 ,851 ,581 ,581 ,581 ,0 ,100 ,53 ,52 
일반,경북,성주군,월항,완료,78 ,78 ,52 ,52 ,52 ,0 ,100 ,14 ,11 
일반,경북,영주시,두전,완료,55 ,54 ,40 ,40 ,40 ,0 ,100 ,6 ,5 
일반,경북,영주시,영주,완료,178 ,178 ,127 ,127 ,127 ,0 ,100 ,53 ,53 
일반,경북,영천시,고경,조성중,1565 ,1563 ,1045 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,칠곡군,왜관 (① + ②),완료,2540 ,2540 ,1706 ,1706 ,1706 ,0 ,100 ,377 ,354 
일반,경북,칠곡군,   왜관(기존) ①,완료,1668 ,1668 ,1123 ,1123 ,1123 ,0 ,100 ,284 ,267 
일반,경북,칠곡군,   왜관(추가) ②,완료,872 ,872 ,583 ,583 ,583 ,0 ,100 ,93 ,87 
일반,경북,칠곡군,왜관3,완료,744 ,744 ,506 ,506 ,506 ,0 ,100 ,51 ,50 
일반,경북,영주시,가흥,완료,230 ,230 ,178 ,178 ,178 ,0 ,100 ,8 ,8 
일반,경북,포항시,광명,조성중,728 ,728 ,517 ,491 ,388 ,103 ,79 ,10 ,6 
일반,경북,포항시,영일만3,완료,195 ,195 ,155 ,155 ,86 ,69 ,55 ,5 ,3 
일반,경북,포항시,영일만4,조성중,2600 ,2600 ,1657 ,68 ,68 ,0 ,100 ,7 ,1 
일반,경북,경주시,모화,완료,374 ,374 ,302 ,302 ,302 ,0 ,100 ,43 ,43 
일반,경북,경산시,경산4,완료,2397 ,2190 ,1066 ,1066 ,995 ,71 ,93 ,75 ,45 
일반,경북,영주시,갈산,완료,149 ,149 ,101 ,101 ,88 ,13 ,87 ,5 ,4 
일반,경북,포항시,영일만 (① + ②),완료,964 ,964 ,659 ,659 ,659 ,0 ,100 ,16 ,13 
일반,경북,포항시,   영일만 ①,완료,699 ,699 ,394 ,394 ,394 ,0 ,100 ,12 ,9 
일반,경북,포항시,   영일만(포항외국인) ②,완료,265 ,265 ,265 ,265 ,265 ,0 ,100 ,4 ,4 
일반,경북,경주시,제내2,조성중,84 ,84 ,59 ,49 ,48 ,1 ,98 ,4 ,1 
일반,경북,경주시,서동,완료,270 ,260 ,197 ,197 ,197 ,0 ,100 ,1 ,1 
일반,경북,경주시,구어2,완료,829 ,829 ,543 ,543 ,543 ,0 ,100 ,44 ,32 
일반,경북,경주시,건천용명,조성중,116 ,116 ,87 ,87 ,87 ,0 ,100 ,6 ,6 
일반,경북,칠곡군,연화,완료,52 ,52 ,35 ,35 ,35 ,0 ,100 ,9 ,9 
일반,경북,경주시,천북2,조성중,104 ,104 ,77 ,54 ,7 ,47 ,13 ,1 ,1 
일반,경북,경주시,녹동,조성중,140 ,140 ,100 ,96 ,96 ,0 ,100 ,16 ,13 
일반,경북,봉화군,석포,미개발,185 ,185 ,101 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,성주군,성주2,완료,959 ,959 ,657 ,657 ,657 ,0 ,100 ,27 ,27 
일반,경북,경주시,나아,조성중,120 ,120 ,82 ,43 ,30 ,13 ,70 ,0 ,0 
일반,경북,경주시,제내5,조성중,137 ,137 ,95 ,33 ,33 ,0 ,100 ,0 ,0 
일반,경북,포항시,그린,미개발,871 ,871 ,586 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,문산2,완료,836 ,836 ,532 ,532 ,532 ,0 ,100 ,35 ,6 
일반,경북,경주시,검단,조성중,932 ,932 ,580 ,522 ,273 ,249 ,52 ,2 ,2 
일반,경북,경주시,석계4,완료,121 ,117 ,82 ,82 ,22 ,60 ,27 ,9 ,7 
일반,경북,경주시,양남,미개발,1739 ,1739 ,1095 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,고령군,열뫼,조성중,220 ,220 ,119 ,12 ,12 ,0 ,100 ,0 ,0 
일반,경북,김천시,김천1,완료,2199 ,2199 ,1535 ,1535 ,1535 ,0 ,100 ,78 ,78 
일반,경북,문경시,신기,완료,126 ,126 ,83 ,83 ,83 ,0 ,100 ,6 ,6 
일반,경북,영천시,영천첨단부품소재(대구경북경제자유구역),완료,1461 ,1459 ,999 ,999 ,999 ,0 ,100 ,61 ,54 
일반,경북,고령군,월성,조성중,668 ,668 ,406 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,안동시,경북바이오2차,조성중,575 ,485 ,395 ,0 ,0 ,0 ,0 ,13 ,3 
일반,경북,경주시,건천4,조성중,629 ,629 ,407 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,명계3,조성중,823 ,823 ,505 ,505 ,505 ,0 ,100 ,17 ,5 
일반,경북,김천시,김천1(3단계),완료,1156 ,1150 ,832 ,832 ,702 ,130 ,84 ,28 ,28 
일반,경북,경주시,대곡2,조성중,242 ,242 ,155 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경산시,경산3(구 진량2),완료,1497 ,1456 ,1011 ,1011 ,1011 ,0 ,100 ,69 ,60 
일반,경북,경산시,경산1-1(구 진량3),완료,76 ,76 ,24 ,24 ,24 ,0 ,100 ,3 ,2 
일반,경북,고령군,고령1(구 다산),완료,636 ,636 ,447 ,447 ,447 ,0 ,100 ,68 ,62 
일반,경북,고령군,고령2(구 다산2),완료,766 ,704 ,467 ,467 ,467 ,0 ,100 ,80 ,73 
일반,경북,영주시,SK스페셜티일반산업단지(구:SK머티리얼즈),완료,171 ,171 ,125 ,125 ,125 ,0 ,100 ,2 ,2 
일반,경북,고령군,동고령(구 박곡),완료,748 ,748 ,476 ,476 ,476 ,0 ,100 ,68 ,61 
일반,경북,고령군,송곡,미개발,262 ,262 ,176 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,상주시,상주,완료,391 ,391 ,237 ,237 ,150 ,87 ,63 ,4 ,4 
일반,경북,경주시,외동3,조성중,110 ,110 ,63 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,혁신원자력연구,조성중,2200 ,2200 ,808 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,영천시,대창,미개발,460 ,460 ,324 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경산시,경산화장품특화,조성중,149 ,149 ,83 ,33 ,0 ,33 ,0 ,0 ,0 
일반,경북,영천시,영천금호,미개발,282 ,282 ,163 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,의성군,의성바이오밸리,미개발,225 ,225 ,134 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경산시,경산상림재활산업특화단지,미개발,541 ,540 ,202 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,경주시,문산3일반산업단지,조성중,228 ,227 ,144 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,김천시,김천1일반산업단지(4단계),미개발,1241 ,1241 ,715 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,김천시,김천자동차튜닝일반산업단지,미개발,281 ,280 ,183 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경북,청도군,청도자연드림파크일반산업단지,미개발,293 ,293 ,110 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,거제시,오비,완료,196 ,195 ,129 ,129 ,129 ,0 ,100 ,4 ,4 
일반,경남,김해시,나전,조성중,68 ,68 ,48 ,48 ,48 ,0 ,100 ,0 ,0 
일반,경남,김해시,덕암,완료,155 ,155 ,106 ,106 ,106 ,0 ,100 ,35 ,35 
일반,경남,김해시,명동,완료,263 ,263 ,182 ,182 ,182 ,0 ,100 ,37 ,37 
일반,경남,김해시,주호,완료,117 ,116 ,87 ,87 ,87 ,0 ,100 ,20 ,20 
일반,경남,밀양시,사포,완료,746 ,745 ,455 ,455 ,455 ,0 ,100 ,46 ,46 
일반,경남,밀양시,용전,완료,634 ,634 ,361 ,361 ,361 ,0 ,100 ,23 ,23 
일반,경남,밀양시,하남,완료,1020 ,1020 ,642 ,642 ,642 ,0 ,100 ,7 ,7 
일반,경남,사천시,흥사,미개발,673 ,514 ,320 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,양산시,덕계,완료,360 ,360 ,221 ,221 ,210 ,11 ,95 ,34 ,34 
일반,경남,양산시,유산,완료,118 ,118 ,79 ,79 ,79 ,0 ,100 ,15 ,15 
일반,경남,양산시,산막,조성중,1277 ,1221 ,715 ,582 ,582 ,0 ,100 ,216 ,216 
일반,경남,양산시,어곡,완료,1244 ,1244 ,623 ,623 ,623 ,0 ,100 ,163 ,163 
일반,경남,진주시,가산,완료,296 ,295 ,219 ,219 ,146 ,73 ,67 ,1 ,1 
일반,경남,진주시,정촌,완료,1712 ,1712 ,645 ,645 ,645 ,0 ,100 ,100 ,100 
일반,경남,진주시,진주상평,완료,2058 ,2058 ,1561 ,1561 ,1561 ,0 ,100 ,440 ,440 
일반,경남,통영시,법송동원(구:법송),조성중,621 ,621 ,372 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,통영시,덕포,미개발,1017 ,1017 ,712 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,통영시,안정,조성중,1305 ,1305 ,869 ,0 ,0 ,0 ,0 ,0 ,0 
일반,경남,거창군,거창,완료,741 ,741 ,465 ,465 ,465 ,0 ,100 ,46 ,43 
일반,경남,고성군,내산,조성중,523 ,523 ,374 ,299 ,299 ,0 ,100 ,1 ,1 
일반,경남,고성군,대가룡,완료,74 ,74 ,57 ,57 ,57 ,0 ,100 ,1 ,1 
일반,경남,고성군,대독,조성중,266 ,265 ,156 ,141 ,141 ,0 ,100 ,2 ,1 
일반,경남,고성군,율대,완료,182 ,182 ,138 ,138 ,138 ,0 ,100 ,4 ,3 
일반,경남,고성군,장좌,조성중,695 ,695 ,421 ,421 ,421 ,0 ,100 ,1 ,1 
일반,경남,산청군,매촌,완료,98 ,98 ,72 ,72 ,72 ,0 ,100 ,2 ,2 
일반,경남,산청군,매촌제2,완료,75 ,75 ,52 ,52 ,52 ,0 ,100 ,3 ,3 
일반,경남,창녕군,넥센,조성중,594 ,593 ,468 ,411 ,411 ,0 ,100 ,1 ,1 
일반,경남,창녕군,대합,완료,949 ,949 ,623 ,623 ,623 ,0 ,100 ,44 ,44 
일반,경남,창녕군,억만,완료,82 ,82 ,64 ,64 ,64 ,0 ,100 ,2 ,1 
일반,경남,하동군,갈사만조선,조성중,5613 ,5613 ,3586 ,475 ,0 ,475 ,0 ,0 ,0 
일반,경남,하동군,대송,조성중,1371 ,1371 ,810 ,684 ,83 ,601 ,12 ,0 ,0 
일반,경남,함안군,군북월촌,완료,188 ,188 ,137 ,137 ,137 ,0 ,100 ,7 ,6 
일반,경남,함안군,법수우거,완료,124 ,124 ,85 ,85 ,85 ,0 ,100 ,11 ,8 
일반,경남,함안군,칠서,완료,3051 ,3051 ,1866 ,1866 ,1866 ,0 ,100 ,104 ,104 
일반,경남,함양군,함양,완료,738 ,738 ,357 ,357 ,322 ,35 ,90 ,5 ,5 
일반,경남,함양군,휴천,완료,83 ,83 ,42 ,42 ,42 ,0 ,100 ,1 ,0 
일반,경남,함안군,대사,완료,294 ,294 ,204 ,204 ,194 ,10 ,95 ,31 ,21 
일반,경남,양산시,덕계경동스마트밸리일반산업단지(구:덕계월라),조성중,442 ,441 ,232 ,172 ,0 ,172 ,0 ,0 ,0 
일반,경남,함안군,법수강주,완료,136 ,136 ,89 ,89 ,89 ,0 ,100 ,20 ,16 
일반,경남,창원시 성산구,천선,완료,110 ,109 ,60 ,60 ,60 ,0 ,100 ,39 ,39 
일반,경남,창원시 마산합포구,수곡,완료,79 ,79 ,46 ,46 ,46 ,0 ,100 ,9 ,9 
