file_id	case_no	sido	sigungu	umd	jimok	land_use	use_situation	road	shape	slope	area_m2	official_price	std_price	std_road	std_shape	f_time	f_region	f_indiv	f_other	unit_calc	unit_decided	total_krw	ratio_official	method_decided	sale_case_unit	sale_case_indiv	sale_case_unit_decided	base_date	purpose	readable	notes
14PxdDJBI79O1ltGjyp8xuB0CkHTi7YRH	2025-05929-001	부산	남구	감만동	대	준공업+2종일주	주거용(공동주택 일부 철거 나지)	소로각지	부정형	완경사	2604		1021000	소로한면	사다리	1.01040	1.00	1.187	2.69	3293988	3294000	1689690240		공시지가기준법	3288418	0.991	3301000	2025-10-24	공매	ocr	지분 60,752/308,400=512.96㎡; 개별=획지1.05(각지)×행정1.13(용도지역 열세, 지목 대 우세); 그밖 격차2.697(평가전례 2,700,000 담보 2024-12 공업기타, 표준지 개별1.019=접근1.05×환경1.10×획지0.98×행정0.90); 인근 시세 3,200,000~3,400,000; 표준지 감만동 ○ 답 공업나지 준공업; 제시외 타인 건물(공동주택) 영향 시 3,129,000 별도 기재; 개별공시지가 미기재; 오상호감정평가사사무소
10vEwustVJ7IRhAiY7w5s4I68WffdUelO	2026-0600-029504	경기	의왕시	고천동	임야	자연녹지+개발제한구역	자연림	맹지	부정형	급경사	22413	39600	15700	맹지	부정형	1.00545	1.00	0.900	2.75	39069	39000	874107000	0.9848	공시지가기준법	55000	0.693	39000	2025-02-20	공매(새마을금고)	ocr	의뢰인 새마을금고(공매); 개별=행정0.90(철탑부지 112㎡·선하지); 그밖 격차2.753(평가사례 45,000 취득처분 2022-10, 시점1.04996 표준지 개별0.92); 본건 ○-03 공매 평가 39,000(동일); 인근 개발제한 임야 실거래 39,000~55,000, 평가사례 36,000~45,000; 배율<1은 개별공시지가(39,600)가 표준지(15,700)의 2.5배로 이례적으로 높은 탓; 임야대장 개별공시 이력 2018 32,700 / 2019 34,000 / 2020 35,500 / 2021 39,100 / 2022 42,700 / 2023 39,400 / 2024 39,600; 공익용산지·과밀억제권역; 등기부 첨부(개인정보); 대한감정평가법인
1AKaogTldKMZhtHnj3vpe7iJzzDpWdr2L	2024-00991-001	충북	충주시	앙성면 본평리	임야	보전관리	자연림	맹지	부정형	완경사	8615	3570	3480	맹지	사다리	1.00176	1.00	1.000	3.46	12062	12000	16260000	3.3613	공시지가기준법	14040	0.845	12000	2024-03-22	공매	ocr	지분 1,355/8,615; 개별요인 전부 1.00; 그밖 격차3.467(평가선례 11,000 담보 2021-04, 표준지 개별1.045=접근0.95×자연1.10); 다른 필지: ○ 임야 생산관리 사다리 완경사 893㎡(지분 303) 개별2,710 표준지B 조천리 ○ 계획관리·생산관리 소로각지 5,160 시점1.00265 개별0.978(접근0.85×자연1.15) 그밖3.28(격차3.289 평가선례 13,000 담보 2019-06)→17,000(6.27); 임야지대 4조건; 준보전산지; 개별공시지가 2023; 써브감정평가법인
11ql1CdKlUjGiZdVu4IboL49IVvRKfALm	2025-0300-016944	충북	청주시 흥덕구	가경동	대	중심상업	상업나지(주차장)	소로한면	세장형	평지	533.7	1484000	1529000	소로한면	세장형	1.00200	1.00	1.100	3.30	5561371	5560000	2967372000	3.7466	공시지가기준법	4890000	1.133	5600000	2025-02-14	공매(신탁사)	text	의뢰 신탁사 공매; 지구단위계획(복대가경사창 E○, 건폐율 80%, 용적률 1,000%); 12필지 일단 주상복합 건축허가(2023-11) 중 본건만 부분평가; 개별=행정1.10(일단 건축허가); 그밖 격차3.303(거래사례 6,050,000 상업용 2024-08, 표준지 개별0.829=가로0.90×접근0.95×환경0.97); 본건 ○-04 담보 5,040,000 / 2022-03 실거래 5,060,000; 인근 시세 5,500,000~5,600,000; 인근 평가사례 4,430,000~5,980,000; 상업지대 요인표; 개별공시지가 2024; 대일감정원
1KgXIEf_iX4EuN4OOgEKzNEsMqbIUv7-b	2022-10836-003	경기	안성시	대덕면 소내리	대	계획관리(자연취락지구)	단독주택	세로(가)	부정형	평지	787	139000	146400	세로(가)	가장형	1.0085	1.000	0.980	1.60	231506	232000	171912000	1.6691	공시지가기준법	190000	1.076	226000	2025-07-03	공매	text	3필지; 파일명 필지 267: 741㎡ 주택부지 + 46㎡ 현황도로(기타0.33→76,000, 배율0.55) 구분평가; 개별=획지0.98; 그밖 격차1.604(평가사례 236,000 법원경매 2023-05 단독주택, 표준지 개별0.97 가로); 인근 지가수준 계획관리 세로변 210,000~240,000 / 농림 75,000~105,000; 다른 필지: ○ 답 농림(농업진흥구역) 묵전 소로한면 29㎡ 개별54,500 표준지B 답 맹지 38,500 시점1.00564 개별1.013(접근1.35×획지0.75) 그밖2.28(격차2.281 평가사례 107,000 법원경매 2024-12 표준지 개별0.82)→89,000(1.63) / ○ 대 10㎡ 개별139,000 개별0.700(획지 면적·형상)→165,000(1.19); 지상 건물 구애 없이 평가; 이평감정평가사사무소
1P_2lZSyncrI31BzFodz5w5_rn3JnZy8D	2026-0700-037329	경기	용인시 처인구	남사읍 북리	임야																									image	글자층 없음(37쪽 이미지 PDF) — OCR 필요
19W0eKRR3iKU5Nb35PXK9FPhhumPa9UE8	2026-0800-045311	경기	파주시	법원읍 대능리	공장용지(산업단지)	산업시설용지	산업단지 22필지				57965.8		268900				1.00					54167772300		공시지가기준법				2026-07-16	공매(새마을금고 NPL)	partial	글자층이 도면·요약 일부만 추출됨(요인표·산출표 없음); 22필지 일단 산업단지(제조·물류시설용지), 평균단가 약 934,500/㎡; 표준지A 대능리 ○ 268,900 / B ○ 294,100; 인근 산단 평가·거래 719,000~2,120,000; OCR 필요; 가람감정평가법인
1XredT9VETtimsXaPEH6dQBiVUirPHNs5	2025-08558-001	경기	화성시	남양읍 문호리	답	자연녹지+개발제한구역	답	맹지	가장형	평지	1107		78700	(미기재)	(미기재)	1.00615	1.00	1.008	2.21	176556	177000	28143000		공시지가기준법	213777	0.832	186000	2026-03-16	공매	ocr	지분 159/1,107; 명세표 지목 답(본문 전 혼재); 개별=가로0.96×획지1.05; 그밖 격차2.212(평가사례 206,000 담보 2025-08 답 개발제한, 표준지 개별0.836=가로0.88×획지0.95); 인근 개발제한 전·답 평가 206,000~217,000, 실거래 213,777~268,371; 표준지 문호리 ○ 답 개발제한/녹지; 소하천예정지; 개별공시지가 미기재; SG감정평가사사무소
1MF9NNeR0E2_0IPdToMGl8NzprqTt3P1W	2025-1000-077966	강원	평창군	진부면 송정리	전	1종일주	전	세로(가)(8m 포장)	부정형	평지	5327	147300	178000	소로한면	부정형	1.00139	1.000	0.875	2.50	389916	390000	2077530000	2.6477	공시지가기준법	560000	0.710	403000	2025-02-25	공매(농협)	text	의뢰 농협 공매; 개별=가로0.98×획지0.93(면적·형상·접면너비)×행정0.96(도시계획도로 저촉); 그밖 격차2.500(평가전례 451,000 법원경매 2025-01 전 중로한면, 그 필지 개별226,700 → 사례 배율 1.99; 표준지 개별0.987=가로0.88×획지1.10×행정1.02); 본건 ○-06 담보 362,000; 인근 시세 1종일주 주거나지 소로변 400,000; 인근 사례 배율(단가÷개별공시) 평가 1.78~2.47, 실거래 2.64~2.83; 주택지대 요인표; 개별공시지가 2025; 가람감정평가법인
1831_ktpoBp8t7ELpOePbXBBe1okpQOiG	2026-0700-037733	경기	용인시 처인구	백암면 고안리	답	농림(농업진흥구역)	답	세로(불)(2~3m 포장)	세장형	평지	3996	47200	48600	세로(불)	세장형	1.01716	1.00	1.000	1.94	95902	96000	383616000	2.0339	공시지가기준법	96760	1.000	100000	2026-04-14	농어촌공사 환매포기 농지 매도	text	의뢰 농어촌공사(경영회생 환매포기 농지 매도, 경·공매 아님); 개별요인 전부 1.00; 그밖 격차1.949(거래사례 92,330 답 농림 2025-07, 표준지 개별1.000); 인근 답 평가사례 92,000~94,000, 실거래 92,330~96,760; 개별공시지가 2025; 현암감정평가사사무소
1LHTwXfEDwoHGoTW_RgmyqJWJ09j7l6g3	2024-1100-084164	경기	용인시 기흥구	마북동	전	2종일주	주거나지	중로한면(15m)	사다리	평지	1081	1587000	1016000	세로(가)	부정형	1.00717	1.000	1.171	3.36	4026175	4030000	4086430000	2.5394	공시지가기준법	4820000	0.820	4050000	2026-06-29	공매(새마을금고)	ocr	의뢰 새마을금고 공매(신탁 소유); 631㎡ 4,030,000 + 도시계획도로 저촉 450㎡ 85%=3,430,000; 개별=가로1.15×접근1.05×획지0.97; 그밖 격차3.360(평가선례 5,210,000 법원경매 2025-10 대 주상용, 그 필지 개별2,620,000 → 사례 배율 1.99; 본건 대비 개별0.763=가로1.05×접근0.85×획지0.95×행정0.90 지목); 표준지B 마북동 ○ 답 주거나지 2종일주 세로(가) 부정형 완경사(표준지A 상업용 3,111,000 미선정); 인근 주거나지 시세 4,000,000~4,500,000; 인근 사례 배율(단가÷개별공시) 평가 1.43~2.21, 실거래 2.13~2.18; 개별공시지가 2026; 대화감정평가법인
11Au5taediQdPNyzrjar5WXmF7nuQsQ65	2026-0800-046598	경기	시흥시	대야동	대	1종일주	공업나지	세로(가)(인접필지 경유)	부정형	평지	1152	1520000	1586000	세로(가)	사다리	1.00594	1.000	1.000	2.49	3972597	3970000	4573440000	2.6118	공시지가기준법	6130000	0.699	4540000	2026-03-25	담보(저축은행)	ocr	담보 목적(경·공매 아님, 하한율 적용); 지상 건물 멸실; 개별요인 전부 1.00; 그밖 격차2.493(평가사례 4,650,000 담보 2025-11 대 주거기타, 표준지 개별0.848=가로0.94×환경0.92×획지0.98); 본건 ○-09 담보 3,870,000 / 2022-08 실거래 4,840,000; 인근 시세 4,000,000~4,500,000; 다른 필지 ○ 전 45㎡ 개별1,312,000 개별0.97(지목)→3,850,000(2.93); 공업지대 요인표; 개별공시지가 2025; 하나감정평가법인
1Co6S5Pk5_ieg-LVPUMBp67ntlnWs7OiN	2026-0800-044406	경기	용인시 수지구	신봉동	전	자연녹지	전(일부 도로)	중로한면	사다리	평지	275	651100	508700	맹지	사다리	1.01223	1.000	1.501	2.86	2210485	2210000		3.3943	공시지가기준법				2025-07-01	매각(공제회 보유 부동산)	text	군인공제회 보유 35필지(아산 풍기동·용인 신봉동·천안 성성동) 일괄 매각 평가 중 신봉동 17필지(기호 9~25)의 하나(○, 기호 15); 표준지C 신봉동 ○ 전 자연녹지 맹지 508,700 시점1.01223 그밖2.86; 다른 신봉동 필지: ○ 지목 도로·현황 전 맹지 213㎡ 개별313,100 개별0.644 그밖2.86→948,000(3.03) / ○ 전 56㎡ 개별167,800 개별0.280→412,000(2.46) / ○ 도로 52㎡ 표준지D 단독주택 1,218,000 개별0.345 그밖2.03→863,000 / ○ 대 주거나지 세로(불) 2㎡ 개별569,200 표준지E 주거나지 948,800 개별0.644 그밖1.86→1,150,000(2.02) / ○ 대 주거기타 중로한면 542㎡ 개별1,043,000 표준지D 개별1.045 그밖2.03→2,620,000(2.51) / 416-x 도로·하천·전(현황 전) 맹지 개별313,100→948,000(3.03) 또는 412,000; 아산 풍기동 준주거 주상나지 개별1,272,000 표준지A(본건 ○) 개별1.000 그밖1.74→2,240,000(1.76); 천안 성성동 ○종일주 개별요인 0.873~1.030 그밖2.26~2.41→2,750,000~2,960,000; 표준지별 그밖 A1.74 B2.99 C2.86 D2.03 E1.86 F2.30 G2.35 H2.26 I2.41; 요인표 상세는 글자층 흐트러져 미추출; 감동감정평가법인
19EAQUKSDZz_qA5VN8HO1_rjPCgcDbUiD	2026-0800-044402	경기	용인시 수지구	신봉동	도로																									image	1Co6S5 와 크기가 같은 PDF(8,260,329B) — 같은 감동 35필지 보고서로 판단; 이 호출에서는 글자층이 안 나와 이미지로 보였음. 수치는 1Co6S5 행(기호 9 = 이 물건)에 있음
1Udq739Q2vghG0QyLi2zNomhVaPIpjFBc	2026-0700-037085	경기	파주시	문산읍 당동리	임야	1종일주	토지임야	맹지	부정형	평지	313	521500					1.00				570000		1.0930	공시지가기준법				2026-05-18	공매	text	146Nvcf 와 같은 PDF(같은 19필지 대일감정원 보고서, 크기 동일); 이 필지(기호4): 표준지C 당동리 대 단독주택 세로(가) 420,300 시점1.00608 개별0.677(가로0.87×접근1.03×환경1.05×획지0.80×행정0.90 지목 임야) 그밖2.00 → 572,546→570,000; 거래사례비교법 600,000; 제한보호구역·준보전산지
1JGv2NImUDQ2oP8IELFn2xWPO8sdBkIt5	2026-0700-037082	경기	파주시	문산읍 선유리	대	자연녹지	주거나지	세로(가)	삼각형	평지	8	56800					1.00				710000		12.5000	공시지가기준법				2026-05-18	공매	text	146Nvcf 와 같은 PDF; 이 필지(기호16): 표준지E 선유리 대 공업기타 자연녹지 세로(가) 353,000 시점1.00707 개별1.019(접근1.05×획지0.97) 그밖1.97(격차1.971 평가사례 683,000 매각 2024-12) → 713,633→710,000; 거래사례비교법 730,000; 8㎡ 소필지라 개별공시지가(56,800)가 극단적으로 낮아 배율 12.5 — 이상치로 다룰 것
